tweet_id,tweet_text,source_dataset,k_shots,I-Involvement_Q1,I-Involvement_Q2,I-Involvement_Q3,I-Involvement_avg,I-Involvement_comment,You-Involvement_Q1,You-Involvement_Q2,You-Involvement_Q3,You-Involvement_avg,You-Involvement_comment,We-Involvement_Q1,We-Involvement_Q2,We-Involvement_Q3,We-Involvement_avg,We-Involvement_comment,timestamp
323939918176985100,"I close my eyes &amp; I can see a better day, I close my eyes &amp; pray❤ #prayforboston I don't want to live here anymore http://t.co/3yYtrUVRkv",unknown,1,6,6,6,6.0,"The tweet explicitly states the speaker's desire to leave the location, directly linking the disaster to a personal consequence and emphasizing their individual experience.",4,3,5,4.0,"The tweet expresses a desire for a better day and uses prayer, suggesting concern, but doesn't explicitly mention family, friends, or direct consequences for loved ones. The emphasis on relational ties is present through the use of '❤' and the call to prayer, indicating a desire for collective support.",5,6,4,5.0,"The tweet expresses concern for Boston and uses #prayforboston, indicating a collective impact. It also suggests a shared desire for a better day, but the added statement about wanting to leave weakens the sense of collective responsibility.",2025-12-22T16:23:25.678647
323895492088037400,"I can't deal with the world anymore, people are just so fucked up and sick, I'll be praying for the Boston marathon victims &amp; their families",unknown,1,6,7,6,6.333333333333333,"The tweet strongly expresses the speaker's personal distress and feeling overwhelmed by the world's events, directly linking the Boston Marathon bombing to their own emotional state.",5,6,4,5.0,"The tweet expresses concern for the victims and their families, indicating a care for those affected. The phrase 'I can't deal with the world anymore' suggests a personal impact, implying a connection to the broader issue. While relational ties are mentioned, the focus is primarily on the speaker's emotional response.",3,4,2,3.0,"The tweet expresses concern for the victims but focuses more on personal distress than collective impact. While it mentions 'the world,' the emphasis is on individual feelings rather than shared responsibility.",2025-12-22T16:23:41.709755
217855316463857660,My poor baby Colorado Springs. My hearts out to my hometown. &lt;3 The United States is so dry that fires ar        (cont) http://t.co/iKojMidS,unknown,1,7,7,7,7.0,"The tweet clearly expresses personal connection to Colorado Springs, using phrases like 'My poor baby' and 'my hometown' to highlight the speaker's emotional investment and personal stake in the situation.",6,6,7,6.333333333333333,The tweet clearly expresses concern for the speaker's hometown (Colorado Springs) and uses terms like 'poor baby' and 'my heart goes out' to demonstrate emotional connection and care.,6,6,5,5.666666666666667,"The tweet clearly expresses concern for the community (Colorado Springs) and nation (United States), emphasizing shared impact and hardship.",2025-12-22T16:23:55.235999
323922654413324300,2day was supposed to be an amazing day to celebrate the release of chloe instead we are bringing out the #teaminspire in us #PrayforBoston&lt;3,unknown,1,3,4,5,4.0,"The tweet expresses disappointment about a personal event being overshadowed by the tragedy, indicating a personal impact. While it doesn't explicitly state personal consequences, the shift in plans suggests a change in the speaker's day due to the crisis.",5,3,6,4.666666666666667,"The tweet expresses concern for Chloe, implying a close relationship, and emphasizes the supportive community rallying together (#teaminspire). While not explicitly stated, the impact on Chloe suggests a personal connection.",6,7,6,6.333333333333333,The tweet clearly expresses concern for Boston and uses inclusive language like 'us' and 'we' to highlight the shared impact of the tragedy. The hashtag #teaminspire further emphasizes collective support and solidarity.,2025-12-22T16:24:10.625776
324856960795176960,@ESPN_Greeny heard the audio from Boston on my way to work this am &amp; saw flags waving. Teary-eyed by the end! #prayforboston #mike&amp;mike,unknown,1,5,4,6,5.0,The tweet expresses emotional impact ('teary-eyed') and connects the event to the speaker's personal experience ('heard the audio on my way to work'). It emphasizes the personal emotional response to the news.,5,3,6,4.666666666666667,"The tweet expresses emotional distress ('teary-eyed') likely stemming from the Boston tragedy, suggesting concern for the victims. While not explicitly mentioning personal connections, the use of '#prayforboston' implies care for those affected. The emphasis on shared experience ('heard the audio...saw flags waving') highlights a sense of collective grief and support.",6,6,5,5.666666666666667,The tweet clearly expresses concern for Boston as a community and uses hashtags like #prayforboston indicating a shared sentiment of grief and support. It also emphasizes collective well-being by mentioning the flags waving and the emotional impact on the speaker.,2025-12-22T16:24:28.139827
323933584777941000,Just heard from my friend in Boston. She was running &amp; 3 miles from the explosion but ok. I'm shaking from the relief but also the tragedy.,unknown,1,6,7,6,6.333333333333333,"The tweet clearly expresses concern for the speaker's friend and their personal experience, highlighting the emotional impact of the event on the speaker.",6,7,6,6.333333333333333,"The tweet explicitly mentions a friend in Boston who was affected by the explosion, clearly indicating concern and personal connection to the tragedy.",5,4,3,4.0,"The tweet expresses concern for a friend in Boston and the broader tragedy, indicating some collective impact. While it doesn't explicitly mention 'society' or 'us,' the emotional response suggests a shared feeling of relief and tragedy.",2025-12-22T16:24:41.492563
218564439077699600,Colorado Springs; may God show u blessings in this tragic time. Alberta lost much of a town last year to fire &amp; our hearts go out to u all.,unknown,1,3,4,2,3.0,"The tweet expresses empathy and concern but doesn't explicitly state personal impact. While mentioning Alberta's experience, it focuses more on offering support to Colorado Springs.",6,5,7,6.0,"The tweet expresses empathy and solidarity with Colorado Springs, drawing a parallel to a similar experience in Alberta. It emphasizes care and support for those affected.",6,6,5,5.666666666666667,The tweet expresses concern for Colorado Springs as a community ('our hearts go out to u all') and highlights a shared experience of loss ('Alberta lost much of a town last year to fire').,2025-12-22T16:24:55.067054
324760869290536960,"No words. West, Texas fertilizer explosion. Prayers to all those effected. Video shows explosion. absolutely insane-&gt; http://t.co/xschuCXNdD",unknown,1,2,3,3,2.6666666666666665,"The tweet expresses concern for those affected but doesn't explicitly state personal impact. The use of 'prayers' suggests a personal connection to the tragedy, but it's not directly tied to the speaker's own experience.",5,3,4,4.0,The tweet expresses concern for those affected by the explosion with the phrase 'Prayers to all those effected.' It also hints at potential consequences for individuals with 'Video shows explosion. absolutely insane.'  The emphasis on 'prayers' leans towards relational concern.,6,5,4,5.0,"The tweet expresses concern for those affected in West, Texas, indicating a recognition of the community's impact. It also uses 'all those effected' suggesting a collective impact. While it mentions prayers, it doesn't explicitly emphasize shared responsibility or collective well-being.",2025-12-22T16:25:12.143000
326329958404325400,"Obama's not scheduled to visit the devastated community of West, Texas. Fund raiseing &amp; Planned Parenthood are more important to him. #tcot",unknown,1,5,4,3,4.0,"The tweet expresses frustration with Obama's priorities, implying a personal belief that the West, Texas disaster should be more important. However, it doesn't explicitly state personal consequences or experiences related to the disaster.",2,1,2,1.6666666666666667,"While the tweet criticizes Obama's priorities, it doesn't explicitly mention any personal connections to the affected community or express concern for family, friends, or close others.",6,5,3,4.666666666666667,"The tweet expresses concern for the devastated community of West, Texas, and uses terms like 'him' and 'community' suggesting a collective impact. While it mentions solidarity in the form of fundraising, the overall tone is more accusatory than explicitly emphasizing shared responsibility.",2025-12-22T16:25:27.788798
396392841381179400,All these #democrats running around raping &amp; killing people #LAXShooting they hang out with #Muslims believe the islamic jihadist ideology,unknown,1,6,6,6,6.0,"The tweet strongly expresses concern about the speaker's personal safety and well-being, implying that the speaker feels threatened by the actions of Democrats and Muslims. It heavily emphasizes the speaker's personal fear and perception of danger.",1,1,1,1.0,The tweet focuses on broad generalizations and accusations rather than expressing concern for specific individuals or relationships.,7,7,1,5.0,"The tweet heavily emphasizes collective consequences by using broad generalizations about Democrats and Muslims, suggesting a dangerous and harmful societal threat. It lacks any indication of shared responsibility or solidarity.",2025-12-22T16:25:40.627130
